grid_id,n,avg_total_time,avg_travel_time,avg_total_distance,avg_travel_distance
1kmN3382E4310,"8",55.3083333333333,29.9458333333333,11857.75,10565.75
1kmN3382E4311,"18",37.3851851851852,14.8907407407407,6052.77777777778,4769.11111111111
1kmN3382E4312,"14",40.7357142857143,9.71428571428571,4802,2985
1kmN3382E4313,"20",28.9075,10.0833333333333,4163.5,3076.1
1kmN3382E4314,"11",41.1757575757576,18.0909090909091,8038.54545454545,6727.63636363636
1kmN3382E4315,"42",31.3436507936508,13.9617886178862,5602.64285714286,4716.34146341463
1kmN3382E4316,"88",31.5630681818182,14.5747126436782,6302.69318181818,5376.04597701149
1kmN3382E4317,"105",33.9663492063492,16.4874587458746,7294.31428571429,6523.53465346535
1kmN3382E4318,"191",32.3913612565445,14.2971326164875,6610.2722513089,5710.61827956989
1kmN3382E4319,"153",28.0882352941176,12.2706855791962,5352.71895424837,4776.6524822695
1kmN3382E4320,"219",30.0407153729072,14.6530158730159,7079.43835616438,6430.72857142857
1kmN3382E4321,"159",32.8365828092243,14.6782795698925,7692.28301886792,6803.11612903226
1kmN3382E4322,"93",30.8808243727599,12.6746296296296,7150.55913978495,6299.38888888889
1kmN3382E4323,"29",35.817816091954,12.810119047619,6568.10344827586,5414.92857142857
1kmN3382E4324,"47",37.6223404255319,15.0769503546099,7105.06382978723,5831.46808510638
1kmN3382E4325,"38",38.1728070175439,13.9289473684211,6736.23684210526,5359.02631578947
1kmN3382E4326,"51",35.0369281045752,14.7957516339869,6979.76470588235,5831.3137254902
1kmN3382E4327,"40",34.7270833333333,13.875,6765.125,5589.95
1kmN3382E4328,"30",38.55,15.555,7005,5696.7
1kmN3382E4329,"8",40.8458333333333,13.6708333333333,6545,4987.875
1kmN3382E4330,"5",54.4033333333333,20,9976.4,8028
1kmN3383E4306,"2",35.9333333333333,19,4785,4015
1kmN3383E4308,"10",36.4666666666667,9.8,5519.4,4007.4
1kmN3383E4309,"6",47.8833333333333,22.1694444444444,9673.66666666667,8240.66666666667
1kmN3383E4310,"15",36.5111111111111,13.0666666666667,6986.26666666667,5636.86666666667
1kmN3383E4311,"7",36.0619047619048,12.5714285714286,6406.14285714286,5039.14285714286
1kmN3383E4312,"14",33.3190476190476,12.0714285714286,5505.5,4281.14285714286
1kmN3383E4313,"24",35.5027777777778,15.6895833333333,7125.41666666667,5988
1kmN3383E4314,"24",33.5027777777778,16.4782608695652,6777.41666666667,6068.13043478261
1kmN3383E4315,"50",32.4166666666667,12.1875,5439.04,4443.89583333333
1kmN3383E4316,"56",35.3925595238095,14.6327272727273,7037.73214285714,5949.83636363636
1kmN3383E4317,"83",30.0435742971888,13.3720833333333,5741.0843373494,4960.2375
1kmN3383E4318,"125",32.0832,12.8687134502924,5806.096,5101.98245614035
1kmN3383E4319,"50",27.446,12.73125,5612.32,4953.41666666667
1kmN3383E4320,"112",31.7830357142857,13.7933933933934,7147.03571428571,6178.05405405405
1kmN3383E4321,"115",33.6042028985507,14.9072727272727,7699.50434782609,6897.14545454545
1kmN3383E4322,"86",32.9422480620155,13.9208333333333,7002.95348837209,6051.22619047619
1kmN3383E4323,"63",30.2777777777778,11.1519444444444,5652.33333333333,4750.21666666667
1kmN3383E4324,"59",32.2449152542373,11.9440476190476,5740.4406779661,4791.875
1kmN3383E4325,"54",38.7,14.3941358024691,7557.83333333333,6174.75925925926
1kmN3383E4326,"25",39.602,17.354,8040.84,6772.48
1kmN3383E4327,"22",44.930303030303,18.825,7611.72727272727,6120.81818181818
1kmN3383E4328,"26",33.925641025641,15.3846153846154,5614.84615384615,4606.65384615385
1kmN3383E4329,"7",37.7357142857143,22.2857142857143,7484.42857142857,6610.71428571429
1kmN3384E4304,"6",41.3888888888889,18,9824.66666666667,8538.33333333333
1kmN3384E4306,"3",64.0388888888889,43.6333333333333,15756.6666666667,14713.3333333333
1kmN3384E4307,"7",42.0142857142857,29.7833333333333,7797.42857142857,8016
1kmN3384E4308,"12",36.3625,14.75,7922.33333333333,6666.58333333333
1kmN3384E4309,"4",43.3375,18.6666666666667,7550.5,7887.33333333333
