provider,routing_mode,total_time,total_time_without_first_last_walking,travel_time,transfer_time,time_first_last_walking,time_walking_total,total_distance,wkt_geom
google,driving,2946,,,,,,28830,"LINESTRING(13.6917 52.43689,13.69161 52.43689,13.69139 52.43692,13.69116 52.43694,13.69089 52.43697,13.69068 52.437,13.69034 52.43705,13.69023 52.43706,13.69007 52.43708,13.68997 52.43709,13.6898 52.43712,13.68972 52.43714,13.68962 52.43716,13.68948 52.43721,13.68939 52.43723,13.68933 52.43725,13.68924 52.43727,13.68944 52.43763,13.68948 52.43773,13.6895 52.43778,13.68953 52.43787,13.68957 52.43801,13.68959 52.43816,13.68962 52.4383,13.68967 52.43843,13.6897 52.43852,13.68976 52.43867,13.69008 52.43913,13.68998 52.43916,13.68952 52.43927,13.68917 52.43937,13.68874 52.43949,13.68824 52.43963,13.68812 52.43966,13.6881 52.43982,13.68806 52.44002,13.68799 52.44035,13.68794 52.44056,13.68789 52.44073,13.68781 52.44088,13.68778 52.44094,13.68775 52.44101,13.68767 52.44119,13.68775 52.44126,13.68767 52.4413,13.68755 52.44135,13.68744 52.4414,13.68725 52.44151,13.68713 52.44158,13.68703 52.44163,13.68697 52.44167,13.68687 52.44174,13.68681 52.44179,13.68676 52.44183,13.68665 52.44192,13.68653 52.44202,13.68645 52.44211,13.68633 52.44225,13.68625 52.44235,13.68626 52.44238,13.68626 52.44239,13.68625 52.4424,13.68625 52.44241,13.68624 52.44241,13.68623 52.44243,13.68622 52.44246,13.68616 52.44254,13.68611 52.4426,13.68609 52.44262,13.68604 52.44268,13.68595 52.44279,13.6859 52.44284,13.68586 52.44287,13.68582 52.4429,13.68576 52.44294,13.68562 52.44295,13.68553 52.44299,13.68542 52.44303,13.68532 52.44306,13.68524 52.44309,13.68507 52.44314,13.68497 52.44316,13.68487 52.44319,13.68473 52.44323,13.68468 52.44325,13.68446 52.44331,13.68422 52.44338,13.68405 52.44343,13.68371 52.44353,13.68347 52.4436,13.68338 52.44363,13.68329 52.44365,13.68303 52.44373,13.68215 52.44398,13.68179 52.44408,13.68147 52.44418,13.68058 52.44443,13.6802 52.44454,13.67997 52.44461,13.67955 52.44473,13.67945 52.44476,13.67926 52.44482,13.67914 52.44486,13.67881 52.44496,13.67847 52.44506,13.67775 52.44528,13.67691 52.44553,13.67572 52.44589,13.67438 52.44629,13.67294 52.44672,13.67187 52.44703,13.6715 52.44715,13.67108 52.44728,13.67098 52.44731,13.67088 52.44734,13.67077 52.44738,13.67063 52.44742,13.6703 52.44752,13.66877 52.44794,13.66812 52.44814,13.66645 52.44859,13.66631 52.44863,13.66624 52.44865,13.6662 52.44867,13.66582 52.44878,13.66569 52.44881,13.6655 52.44887,13.66515 52.44897,13.66499 52.44902,13.6649 52.44905,13.66415 52.44924,13.66347 52.44941,13.66337 52.44943,13.66306 52.44952,13.66257 52.44967,13.66239 52.44972,13.66183 52.44987,13.66007 52.45035,13.65772 52.45101,13.65329 52.45225,13.65255 52.45246,13.65251 52.45247,13.65179 52.45267,13.65064 52.45299,13.64999 52.45317,13.64969 52.45325,13.64961 52.45328,13.64951 52.45331,13.64938 52.45335,13.64922 52.45341,13.64912 52.45344,13.64905 52.45347,13.64893 52.45352,13.64886 52.45355,13.64877 52.45359,13.6487 52.45362,13.64858 52.45368,13.64844 52.45375,13.64831 52.45382,13.64818 52.4539,13.64804 52.45398,13.64791 52.45406,13.64781 52.45413,13.64768 52.45421,13.64757 52.45428,13.64745 52.45436,13.64726 52.45448,13.64708 52.4546,13.6469 52.45471,13.6467 52.45484,13.64659 52.45491,13.64651 52.45495,13.64644 52.45499,13.64639 52.45502,13.64624 52.4551,13.64612 52.45515,13.64599 52.45522,13.64584 52.45528,13.6457 52.45534,13.64554 52.45541,13.64541 52.45546,13.64525 52.45552,13.6451 52.45557,13.64501 52.4556,13.64487 52.45565,13.64471 52.4557,13.64462 52.45572,13.64455 52.45574,13.64448 52.45576,13.64439 52.45578,13.64429 52.45581,13.64404 52.45586,13.64387 52.4559,13.64379 52.45592,13.64355 52.45596,13.64329 52.456,13.64321 52.45601,13.64312 52.45603,13.64306 52.45604,13.64296 52.45605,13.64289 52.45606,13.64278 52.45607,13.64269 52.45608,13.64251 52.45609,13.64233 52.45611,13.64216 52.45612,13.6419 52.45615,13.64172 52.45616,13.64139 52.45619,13.6405 52.45627,13.64024 52.45629,13.64006 52.4563,13.63968 52.45633,13.63944 52.45635,13.63926 52.45636,13.63891 52.45639,13.63866 52.45641,13.63847 52.45642,13.63795 52.45645,13.63735 52.45649,13.63709 52.4565,13.6369 52.45651,13.63665 52.45653,13.63654 52.45653,13.6362 52.45655,13.63594 52.45656,13.63568 52.45657,13.63557 52.45658,13.6354 52.45659,13.63516 52.4566,13.63504 52.4566,13.635 52.45661,13.63487 52.45661,13.63464 52.45662,13.63435 52.45663,13.63428 52.45663,13.63401 52.45664,13.63382 52.45665,13.63375 52.45665,13.63357 52.45666,13.63346 52.45666,13.63332 52.45668,13.6332 52.45669,13.63305 52.45671,13.63295 52.45672,13.63284 52.45673,13.6328 52.45674,13.63267 52.45675,13.63229 52.45676,13.63216 52.45676,13.63174 52.45677,13.63138 52.45678,13.6311 52.45679,13.62846 52.45688,13.62707 52.45692,13.6268 52.45693,13.62659 52.45694,13.62644 52.45694,13.62628 52.45695,13.62601 52.45696,13.62585 52.45696,13.62576 52.45696,13.6255 52.45697,13.6255 52.45705,13.62551 52.45709,13.62551 52.45711,13.62552 52.45712,13.62552 52.45714,13.62553 52.45717,13.62555 52.45746,13.62555 52.45754,13.62557 52.45766,13.62567 52.45801,13.62587 52.45875,13.62589 52.4588,13.62592 52.45893,13.62597 52.45909,13.62602 52.45926,13.62613 52.4597,13.62614 52.45973,13.62622 52.46,13.62633 52.46041,13.62635 52.46047,13.62639 52.46063,13.62646 52.4609,13.6265 52.46106,13.62655 52.46123,13.62662 52.46149,13.6267 52.46175,13.62678 52.46207,13.62683 52.46223,13.62689 52.46247,13.62691 52.46255,13.62693 52.46262,13.62696 52.46271,13.62702 52.46293,13.62708 52.46314,13.62716 52.46347,13.62722 52.46365,13.62727 52.46384,13.62732 52.46405,13.62739 52.46428,13.62742 52.46441,13.62748 52.46463,13.62755 52.46488,13.62764 52.46521,13.62767 52.46534,13.62776 52.46565,13.62782 52.46587,13.62786 52.46602,13.62794 52.46633,13.62798 52.46645,13.62806 52.46676,13.62813 52.46703,13.62815 52.4671,13.62822 52.46736,13.62836 52.46788,13.62842 52.46809,13.62844 52.46816,13.62871 52.46905,13.62876 52.46914,13.62884 52.46922,13.629 52.46939,13.62912 52.46947,13.62943 52.46968,13.6297 52.46986,13.63063 52.47047,13.63158 52.4711,13.63212 52.47146,13.63228 52.47156,13.63236 52.47162,13.63243 52.47168,13.63247 52.47171,13.63256 52.47179,13.63353 52.47275,13.63376 52.47298,13.63386 52.47308,13.63424 52.47345,13.63447 52.47368,13.63471 52.47391,13.63488 52.47405,13.63531 52.47435,13.63551 52.4745,13.63571 52.47462,13.63586 52.47472,13.63626 52.47497,13.63683 52.47532,13.63735 52.4756,13.63863 52.47628,13.63876 52.47635,13.6393 52.47664,13.63956 52.47678,13.63993 52.47697,13.64088 52.47746,13.6413 52.47769,13.64152 52.47781,13.64187 52.47801,13.64201 52.4781,13.64216 52.4782,13.64279 52.47862,13.64306 52.47882,13.64313 52.47888,13.64319 52.47894,13.64326 52.47902,13.64338 52.47919,13.64344 52.47927,13.64386 52.48001,13.6441 52.48042,13.64419 52.48058,13.64462 52.48135,13.64481 52.48169,13.64492 52.48189,13.64514 52.48226,13.64549 52.48289,13.64607 52.48391,13.64611 52.48398,13.64628 52.48426,13.64634 52.48436,13.6464 52.48449,13.64644 52.48458,13.64645 52.48463,13.64646 52.48466,13.64645 52.48469,13.64645 52.48473,13.64645 52.48477,13.64644 52.48482,13.64643 52.48485,13.6464 52.48491,13.64628 52.48512,13.64623 52.4852,13.64612 52.4854,13.64558 52.48638,13.64532 52.48685,13.64524 52.48698,13.6452 52.48704,13.64514 52.48713,13.645 52.48728,13.64491 52.48739,13.64469 52.48761,13.64463 52.48768,13.64458 52.48775,13.64453 52.4878,13.64449 52.48787,13.64446 52.48791,13.64445 52.48794,13.64443 52.48797,13.64442 52.48801,13.64442 52.48804,13.64441 52.48808,13.64441 52.48811,13.64441 52.48814,13.64442 52.4882,13.64443 52.48823,13.64444 52.48827,13.64447 52.48836,13.64451 52.48844,13.64457 52.48856,13.64464 52.48868,13.6448 52.48897,13.64498 52.48928,13.6452 52.48966,13.64527 52.48978,13.64538 52.49006,13.6456 52.49059,13.64579 52.49106,13.6459 52.49134,13.64593 52.49143,13.64597 52.49157,13.64598 52.49162,13.646 52.49169,13.646 52.49178,13.646 52.49184,13.646 52.49192,13.64598 52.49203,13.64595 52.49221,13.64582 52.49277,13.64567 52.49337,13.6455 52.49405,13.64522 52.49512,13.64502 52.4959,13.64492 52.49628,13.64472 52.49708,13.64467 52.49732,13.64463 52.49746,13.64462 52.49756,13.64464 52.49763,13.64487 52.49789,13.64495 52.49797,13.64499 52.498,13.64501 52.49802,13.64512 52.49813,13.64521 52.49821,13.64527 52.49826,13.64535 52.49834,13.64538 52.49836,13.64599 52.49885,13.64625 52.49906,13.64638 52.49916,13.6462 52.4992,13.64603 52.49924,13.64588 52.49927,13.64574 52.49931,13.64558 52.49936,13.6454 52.49942,13.64524 52.49948,13.64509 52.49953,13.64493 52.4996,13.64464 52.49973,13.64443 52.49983,13.6444 52.49985,13.64414 52.49999,13.64401 52.50007,13.64387 52.50014,13.64349 52.50037,13.64315 52.50058,13.64298 52.50068,13.64294 52.50071,13.64263 52.50089,13.64234 52.50106,13.64218 52.50115,13.642 52.50125,13.6419 52.5013,13.6418 52.50134,13.64166 52.50141,13.64152 52.50148,13.64137 52.50154,13.64123 52.5016,13.64107 52.50166,13.64092 52.50171,13.64077 52.50176,13.64061 52.50181,13.64046 52.50185,13.64029 52.5019,13.64014 52.50194,13.63996 52.50198,13.63963 52.50204,13.63925 52.50211,13.63898 52.50215,13.63862 52.50219,13.63603 52.5025,13.63498 52.50263,13.63354 52.5028,13.63315 52.50284,13.63265 52.5029,13.63218 52.50296,13.63197 52.50299,13.63132 52.50306,13.6308 52.50312,13.63047 52.50316,13.63009 52.50321,13.62928 52.5033,13.62858 52.50339,13.62835 52.50341,13.62819 52.50343,13.62736 52.50353,13.62637 52.50365,13.62608 52.50368,13.62465 52.50385,13.62184 52.50418,13.62065 52.50432,13.61966 52.50444,13.61806 52.50463,13.61794 52.50464,13.61769 52.50467,13.61734 52.5047,13.61708 52.50472,13.61662 52.50474,13.61589 52.50479,13.6157 52.5048,13.61515 52.50484,13.61485 52.50486,13.61479 52.50486,13.61459 52.50486,13.6143 52.50488,13.61401 52.50489,13.61365 52.50489,13.61359 52.50489,13.61338 52.5049,13.6129 52.5049,13.61214 52.50491,13.61158 52.50491,13.6112 52.50491,13.61019 52.50492,13.60997 52.50493,13.60774 52.50494,13.60644 52.50495,13.60622 52.50495,13.60412 52.50497,13.60382 52.50498,13.60161 52.505,13.59998 52.50501,13.59957 52.50502,13.59873 52.50503,13.59863 52.50503,13.59854 52.50503,13.59749 52.50503,13.5958 52.50504,13.59452 52.50506,13.59273 52.50507,13.59203 52.50508,13.59196 52.50508,13.59087 52.50509,13.58966 52.5051,13.5882 52.50511,13.58798 52.50511,13.58693 52.50512,13.58554 52.50514,13.58435 52.50515,13.58355 52.50517,13.5833 52.50517,13.583 52.50518,13.5827 52.50519,13.58187 52.50521,13.58176 52.5052,13.58158 52.5052,13.58144 52.50519,13.58115 52.50519,13.58015 52.50518,13.57985 52.50518,13.57959 52.50518,13.57942 52.50519,13.57885 52.5052,13.57872 52.50521,13.57858 52.50522,13.57843 52.50522,13.57815 52.50524,13.57737 52.50528,13.57716 52.50529,13.57647 52.5053,13.57595 52.50531,13.57542 52.50531,13.57428 52.50532,13.574 52.50532,13.57393 52.50532,13.57366 52.50533,13.57342 52.50535,13.57316 52.50538,13.57296 52.50541,13.57287 52.50543,13.5728 52.50545,13.57267 52.50547,13.57247 52.50552,13.57233 52.50555,13.57229 52.50556,13.57198 52.50563,13.57082 52.50592,13.57023 52.50607,13.56916 52.50637,13.56898 52.50641,13.56655 52.50709,13.56582 52.5073,13.56561 52.50736,13.56545 52.50741,13.56539 52.50743,13.56521 52.50748,13.56511 52.50751,13.56504 52.50754,13.56458 52.50769,13.56447 52.50773,13.56439 52.50776,13.56361 52.50805,13.56331 52.50816,13.56306 52.50826,13.56271 52.50838,13.5624 52.50849,13.56219 52.50855,13.562 52.5086,13.56195 52.50861,13.56177 52.50865,13.56161 52.50869,13.5615 52.50871,13.56141 52.50873,13.56133 52.50874,13.5612 52.50876,13.5611 52.50877,13.56106 52.50877,13.5608 52.50879,13.56064 52.5088,13.5605 52.5088,13.56033 52.5088,13.56001 52.50881,13.55986 52.50881,13.55967 52.50881,13.55941 52.50883,13.55912 52.50885,13.55883 52.50888,13.55865 52.5089,13.55803 52.50896,13.55729 52.50903,13.55727 52.50904,13.55679 52.50908,13.55658 52.5091,13.55619 52.50914,13.55581 52.50918,13.55547 52.50921,13.55534 52.50923,13.55505 52.50925,13.55485 52.50927,13.55467 52.50928,13.55437 52.50929,13.55375 52.50932,13.55352 52.50933,13.55324 52.50934,13.55291 52.50934,13.55268 52.50934,13.55234 52.50935,13.55189 52.50936,13.55168 52.50937,13.5515 52.50939,13.55135 52.5094,13.55112 52.50941,13.55068 52.50944,13.55017 52.50946,13.54808 52.50957,13.54791 52.50958,13.54772 52.5096,13.54752 52.50962,13.54719 52.50965,13.54704 52.50966,13.54688 52.50967,13.54671 52.50968,13.54632 52.5097,13.54623 52.50971,13.54557 52.50974,13.54545 52.50975,13.54462 52.5098,13.54413 52.50982,13.54355 52.50985,13.54323 52.50986,13.54296 52.50988,13.54231 52.5099,13.54217 52.50991,13.54189 52.50992,13.5416 52.50993,13.54146 52.50995,13.54135 52.50996,13.54076 52.50998,13.54014 52.51001,13.53976 52.51002,13.53919 52.51005,13.53783 52.5101,13.537 52.51014,13.53629 52.51017,13.53605 52.51018,13.53553 52.5102,13.53467 52.51024,13.53308 52.5103,13.53216 52.51034,13.53139 52.51037,13.53104 52.51038,13.53077 52.51039,13.53056 52.5104,13.53032 52.5104,13.52982 52.5104,13.5294 52.51039,13.52929 52.51039,13.52911 52.51039,13.52892 52.51038,13.52865 52.51037,13.52838 52.51036,13.52828 52.51036,13.52819 52.51035,13.52807 52.51035,13.52792 52.51035,13.52768 52.51033,13.52732 52.5103,13.52716 52.51029,13.52691 52.51027,13.52652 52.51023,13.5259 52.51015,13.5256 52.51012,13.52547 52.5101,13.52545 52.5101,13.52543 52.51011,13.5254 52.51011,13.52528 52.51007,13.52521 52.51005,13.52512 52.51004,13.52504 52.51003,13.52399 52.50989,13.5236 52.50983,13.52342 52.50981,13.52304 52.50977,13.52284 52.50975,13.52259 52.50973,13.52201 52.50968,13.52152 52.50966,13.52071 52.50964,13.52026 52.50964,13.51971 52.50965,13.51928 52.50968,13.51883 52.50971,13.51826 52.50975,13.51759 52.50982,13.51673 52.50989,13.5159 52.50997,13.51498 52.51005,13.51468 52.51008,13.51446 52.5101,13.51431 52.51011,13.51413 52.51013,13.51397 52.51015,13.5138 52.51019,13.51319 52.51024,13.51281 52.51028,13.51245 52.51031,13.51224 52.51032,13.51202 52.51033,13.5116 52.51036,13.51116 52.51039,13.51015 52.51044,13.50879 52.51052,13.50858 52.51054,13.50757 52.5106,13.50598 52.51069,13.50557 52.51071,13.50523 52.51073,13.50511 52.51074,13.50487 52.51076,13.50467 52.51077,13.50429 52.5108,13.50383 52.51083,13.50347 52.51087,13.50332 52.51088,13.50281 52.51094,13.50229 52.511,13.50194 52.51104,13.50164 52.51108,13.50123 52.51114,13.50088 52.51119,13.50059 52.51122,13.50028 52.51126,13.49992 52.5113,13.49908 52.51138,13.49824 52.51146,13.49798 52.51148,13.49787 52.51149,13.49762 52.51152,13.49731 52.51154,13.497 52.51157,13.49627 52.51163,13.49548 52.5117,13.49507 52.51173,13.49431 52.51179,13.49399 52.51182,13.49373 52.51184,13.49285 52.51192,13.49257 52.51194,13.4916 52.51204,13.49133 52.51207,13.4907 52.51214,13.48973 52.51225,13.48947 52.51228,13.48895 52.51234,13.48863 52.51237,13.48823 52.51242,13.48752 52.51249,13.48748 52.51249,13.48676 52.51256,13.4864 52.5126,13.48561 52.51268,13.48501 52.51274,13.48436 52.51281,13.48305 52.51294,13.483 52.51295,13.48229 52.51302,13.48168 52.51307,13.48107 52.51314,13.48024 52.51323,13.47959 52.51329,13.47909 52.51334,13.47812 52.51342,13.47727 52.51352,13.477 52.51354,13.47606 52.51363,13.47546 52.51369,13.47498 52.51374,13.47459 52.51378,13.47418 52.51383,13.47342 52.5139,13.47316 52.51394,13.47288 52.51397,13.47087 52.51418,13.47067 52.5142,13.4696 52.51431,13.46949 52.51432,13.46886 52.51438,13.4682 52.51444,13.46811 52.51445,13.46806 52.51445,13.468 52.51445,13.4679 52.51446,13.4675 52.51452,13.46607 52.51466,13.4656 52.51471,13.46509 52.51475,13.46508 52.51476,13.46507 52.51476,13.46506 52.51476,13.46504 52.51476,13.46501 52.51477,13.46499 52.51478,13.46497 52.51479,13.46495 52.51479,13.46492 52.51479,13.4646 52.51482,13.46438 52.51484,13.46369 52.51491,13.46287 52.51499,13.46243 52.51502,13.46196 52.51507,13.46157 52.51511,13.46138 52.51513,13.4602 52.51525,13.45996 52.51528,13.45967 52.51531,13.45863 52.51542,13.45779 52.5155,13.45692 52.51559,13.4563 52.51565,13.45559 52.51572,13.45539 52.51574,13.45527 52.51575,13.45506 52.51576,13.45493 52.51577,13.45487 52.51578,13.45438 52.51583,13.45421 52.51585,13.45412 52.51586,13.45387 52.51588,13.45375 52.5159,13.45343 52.51593,13.45322 52.51595,13.453 52.51597,13.45292 52.51598,13.45257 52.51602,13.45137 52.51614,13.4509 52.5162,13.45046 52.51624,13.44907 52.51638,13.4482 52.51646,13.44743 52.51654,13.44644 52.51664,13.44618 52.51666,13.44495 52.51679,13.44408 52.51688,13.4436 52.51692,13.44317 52.51696,13.44077 52.5172,13.44058 52.51724,13.4399 52.51731,13.43956 52.51735,13.43909 52.5174,13.43851 52.51745,13.43825 52.51748,13.43806 52.5175,13.43776 52.51753,13.43762 52.51755,13.43695 52.51762,13.43676 52.51763,13.43654 52.51765,13.43631 52.51767,13.43604 52.5177,13.43392 52.51791,13.43295 52.51802,13.43212 52.5181,13.43184 52.51813,13.43124 52.5182,13.43068 52.51826,13.43051 52.51828,13.4302 52.51831,13.43002 52.51833,13.42992 52.51835,13.42982 52.51836,13.42973 52.51838,13.42961 52.51841,13.42955 52.51843,13.4295 52.51844,13.42943 52.51847,13.42941 52.51848,13.42918 52.51858,13.42889 52.51872,13.42882 52.51877,13.42875 52.51881,13.42866 52.51885,13.42856 52.51889,13.42849 52.51891,13.42842 52.51892,13.42832 52.51893,13.42823 52.51894,13.42814 52.51893,13.42802 52.51892,13.42787 52.51888,13.42761 52.5189,13.42741 52.51892,13.42716 52.51895,13.4271 52.51896,13.42703 52.51898,13.4269 52.51902,13.42675 52.51906,13.42668 52.51908,13.42648 52.51913,13.42602 52.51926,13.425 52.51956,13.42363 52.51998,13.42325 52.5201,13.42294 52.52018,13.42202 52.52046,13.42193 52.52049,13.42142 52.52063,13.41985 52.52112,13.41918 52.52132,13.41898 52.52138,13.41882 52.52143,13.41863 52.52149,13.41829 52.5216,13.41811 52.52166,13.41785 52.52172,13.41779 52.52174,13.41758 52.52179,13.41737 52.52186,13.41693 52.52199,13.41673 52.52206,13.41669 52.52207,13.41655 52.52214,13.41644 52.52219,13.41636 52.52211,13.41629 52.52203,13.41611 52.52187,13.41592 52.52169,13.41581 52.5216,13.41575 52.52155,13.4156 52.52141,13.41539 52.52122,13.41516 52.52102,13.41508 52.52094,13.41502 52.52089,13.41489 52.52078,13.41479 52.52069,13.41472 52.52063,13.41461 52.52055,13.4145 52.52047,13.41434 52.52039,13.41414 52.52027,13.41375 52.52008,13.41369 52.52005,13.4132 52.51981,13.41228 52.51938,13.41218 52.51934,13.41197 52.51923,13.41179 52.51914,13.41169 52.51909,13.41141 52.51893,13.41131 52.51887,13.41126 52.51883,13.41118 52.51874,13.41088 52.51856,13.41075 52.51847,13.41064 52.51839,13.41008 52.51798,13.40995 52.51787,13.40982 52.51777,13.40973 52.51769,13.40917 52.51719,13.40906 52.5171,13.40893 52.517,13.40881 52.51688,13.40858 52.51668,13.40825 52.51636,13.408 52.51613,13.40736 52.51555,13.40729 52.51549,13.40722 52.51543,13.40645 52.51478,13.40619 52.51455,13.40569 52.51412,13.40535 52.51438,13.40503 52.51461,13.4045 52.515,13.40395 52.51539,13.40294 52.51612,13.40263 52.51635,13.40249 52.51645,13.40201 52.51625,13.40149 52.51604,13.40138 52.51599,13.40135 52.51598,13.40132 52.51598,13.40129 52.51597,13.40126 52.51597,13.40123 52.51597,13.4012 52.51598,13.40117 52.51599,13.40115 52.516,13.40113 52.51602,13.40093 52.51618,13.4009 52.5162,13.40088 52.51621,13.40085 52.51622,13.40083 52.51622,13.40079 52.51623,13.40074 52.51622,13.40071 52.51621,13.40068 52.5162,13.40064 52.51618,13.40018 52.51597,13.40014 52.51595,13.4001 52.51594,13.39994 52.51589,13.39977 52.51585,13.39959 52.5158,13.39873 52.51559,13.39852 52.51554,13.39803 52.51544,13.39792 52.51541,13.39737 52.5153,13.39716 52.51526,13.39679 52.51521,13.39553 52.51513,13.39539 52.51512,13.39508 52.5151,13.39463 52.51508,13.39304 52.515,13.39308 52.51479)"
google,transit,3993,2581.0,2340.0,241.0,1412.0,1412.0,26126,"MULTILINESTRING((13.69069 52.44108,13.68594 52.44339,13.69133 52.45161,13.62501 52.45735,13.60261 52.45794,13.57995 52.45874,13.55336 52.4692,13.52661 52.48079,13.4981 52.49368,13.47826 52.50134,13.46931 52.50316,13.44907 52.50504,13.43498 52.51054,13.41959 52.51418,13.41116 52.52156,13.4023 52.52265,13.38698 52.52029),(13.38816 52.52008,13.38817 52.5199,13.38818 52.51988,13.38818 52.51979,13.38818 52.51978,13.38818 52.51972,13.38828 52.51905,13.38831 52.51894,13.38834 52.51885,13.38839 52.51874,13.38843 52.51867,13.38851 52.51867,13.38868 52.51868,13.38873 52.51869,13.38986 52.51877,13.38996 52.51878,13.39017 52.5188,13.3903 52.51882,13.39037 52.51885,13.39038 52.51877,13.39047 52.51819,13.39048 52.51812,13.39054 52.51776,13.39056 52.51761,13.39056 52.51757,13.39058 52.51749,13.3906 52.51741,13.39061 52.51735,13.39061 52.51731,13.39062 52.51722,13.39063 52.51699,13.39063 52.5169,13.39064 52.51683,13.39066 52.51671,13.39074 52.51631,13.39076 52.51621,13.39082 52.51593,13.39086 52.51579,13.39088 52.51572,13.39095 52.5154,13.39101 52.51511,13.39103 52.51505,13.39103 52.51503,13.39103 52.51501,13.39103 52.515,13.39103 52.51498,13.39104 52.51494,13.39104 52.51492,13.39104 52.51484,13.39116 52.51485,13.39187 52.51489,13.39299 52.51497,13.39302 52.51478),(13.69171 52.43692,13.69162 52.43693,13.6914 52.43696,13.69117 52.43697,13.6909 52.437,13.6907 52.43703,13.69035 52.43708,13.69024 52.4371,13.69009 52.43712,13.68999 52.43713,13.68982 52.43716,13.68974 52.43717,13.68965 52.4372,13.6895 52.43724,13.68941 52.43726,13.68936 52.43728,13.68931 52.43729,13.68949 52.43762,13.68954 52.43772,13.68956 52.43777,13.68959 52.43786,13.68963 52.438,13.68965 52.43815,13.68968 52.43829,13.68972 52.43842,13.68976 52.43851,13.68982 52.43866,13.69011 52.43908,13.69016 52.43915,13.6901 52.43917,13.69 52.43919,13.68954 52.4393,13.68919 52.4394,13.68877 52.43953,13.68826 52.43966,13.68818 52.43968,13.68816 52.43982,13.68812 52.44003,13.68804 52.44035,13.68799 52.44057,13.68794 52.44074,13.68787 52.44089,13.68784 52.44095,13.68781 52.44102,13.68773 52.44118,13.68777 52.44121,13.68783 52.44129,13.68812 52.44121,13.68819 52.44119,13.68833 52.44116,13.68857 52.44109,13.68881 52.44102,13.68913 52.44103,13.68925 52.44103,13.68969 52.44105,13.6899 52.44105,13.69025 52.44106,13.69069 52.44107))"
